idx,sec,nanosec,t,x,y,z,qx,qy,qz,qw,vx,vy,vz,wx,wy,wz
111,1786799150,10871651,1786799150.010872,-11.429925046069783,-1.9962428797177014,0.3420784192402593,0.0,0.0,0.0,1.0,0.0014184750858561648,-0.0025873607518165156,0.0,0.0,0.0,0.0
112,1786799150,294298223,1786799150.294298,-11.429090795769635,-1.9965055090744106,0.3476003453089793,0.0,0.0,0.0,1.0,0.0010249908666082005,-0.00267927702545799,0.0,0.0,0.0,0.0
113,1786799150,644246387,1786799150.644246,-11.429167216534985,-1.9965264850465618,0.35280962275182587,0.0,0.0,0.0,1.0,-0.0011088346637523393,-0.0005626683241096385,0.0,0.0,0.0,0.0
114,1786799150,877616368,1786799150.877616,-11.427356426737834,-1.9962438788137422,0.35546820509653076,0.0,0.0,0.0,1.0,-0.0002797379124223273,0.0009132467937071802,0.0,0.0,0.0,0.0
115,1786799151,110897215,1786799151.110897,-11.427033318831475,-1.9962819494567547,0.3598524315729232,0.0,0.0,0.0,1.0,0.0012066197003837169,-0.0012630733106685907,0.0,0.0,0.0,0.0
116,1786799151,377586100,1786799151.377586,-11.426395799484911,-1.9964463194202273,0.3658354168994062,0.0,0.0,0.0,1.0,0.0024982770902598228,-0.0006465346023678234,0.0,0.0,0.0,0.0
117,1786799151,644250298,1786799151.644250,-11.426343646440209,-1.9961557364035878,0.3701040675958072,0.0,0.0,0.0,1.0,0.002203711133696382,2.72302401122885e-05,0.0,0.0,0.0,0.0
118,1786799151,877698193,1786799151.877698,-11.424216543514659,-1.9954413251413758,0.3743762132910004,0.0,0.0,0.0,1.0,0.002889762118942879,0.0001541920866446366,0.0,0.0,0.0,0.0
119,1786799152,310942708,1786799152.310943,-11.423467068197247,-1.995128155023834,0.3829081338739831,0.0,0.0,0.0,1.0,0.0016240247343771508,0.0028471643866405895,0.0,0.0,0.0,0.0
120,1786799152,610955906,1786799152.610956,-11.422043250795308,-1.9949366964662032,0.38822063233590526,0.0,0.0,0.0,1.0,0.000520145526103762,0.0021619866497929593,0.0,0.0,0.0,0.0
121,1786799152,910948021,1786799152.910948,-11.421927568001133,-1.9949284857766114,0.3932426237784205,0.0,0.0,0.0,1.0,-0.000703386711106288,0.0012627270242819865,0.0,0.0,0.0,0.0
122,1786799153,110960166,1786799153.110960,-11.421805566829685,-1.9950775603107036,0.39588713753643257,0.0,0.0,0.0,1.0,-0.0032858533984920085,0.0020147008787631737,0.0,0.0,0.0,0.0
123,1786799153,377628955,1786799153.377629,-11.420470938410189,-1.9973826599562796,0.40286820326092293,0.0,0.0,0.0,1.0,-0.000454364502594333,-0.0008687390124689966,0.0,0.0,0.0,0.0
124,1786799154,77648910,1786799154.077649,-11.419508071951274,-1.997762239891678,0.41431011517563937,0.0,0.0,0.0,1.0,0.0005164690507473172,-0.0023231277840712683,0.0,0.0,0.0,0.0
125,1786799155,77620776,1786799155.077621,-11.417861601615968,-1.9983137763169305,0.4319784189323366,0.0,0.0,0.0,1.0,-0.00010302895136350297,0.0015978767918254115,0.0,0.0,0.0,0.0
126,1786799155,444336067,1786799155.444336,-11.416921915600714,-1.997777836857854,0.43952510442215487,0.0,0.0,0.0,1.0,-0.0025776016760238377,-0.00011353415450750942,0.0,0.0,0.0,0.0
127,1786799155,927698177,1786799155.927698,-11.41762028502962,-1.998006358484298,0.44862068304803365,0.0,0.0,0.0,1.0,-0.005974472190122719,-0.003390880504081409,0.0,0.0,0.0,0.0
128,1786799156,394377243,1786799156.394377,-11.419531673792507,-1.9999232256320356,0.4566447976033778,0.0,0.0,0.0,1.0,-0.007253347454892046,-0.00501570982114042,0.0,0.0,0.0,0.0
129,1786799157,244332779,1786799157.244333,-11.419622569768915,-1.9996055824495018,0.4710325520634606,0.0,0.0,0.0,1.0,-0.0014109651004600276,9.276670180874934e-05,0.0,0.0,0.0,0.0
130,1786799158,111004083,1786799158.111004,-11.419150634352539,-1.9987551851203167,0.4848478192023864,0.0,0.0,0.0,1.0,0.0007280080926890275,0.0003492759270328983,0.0,0.0,0.0,0.0
131,1786799158,511089205,1786799158.511089,-11.417610081709244,-1.9978984668900037,0.4978104055756984,0.0,0.0,0.0,1.0,0.0009658271783025835,-0.0002254222323399011,0.0,0.0,0.0,0.0
132,1786799159,511098433,1786799159.511098,-11.414736456104784,-1.9970577906097244,0.5165206097554215,0.0,0.0,0.0,1.0,0.00034458269490242246,0.0007926436529493777,0.0,0.0,0.0,0.0
133,1786799159,877825035,1786799159.877825,-11.413658057488886,-1.9966153753349598,0.5218258576292041,0.0,0.0,0.0,1.0,-0.00101688438279336,-0.0003991340809570784,0.0,0.0,0.0,0.0
134,1786799160,111087768,1786799160.111088,-11.41367190872661,-1.9962318146238585,0.5253862311074917,0.0,0.0,0.0,1.0,-0.0011795236174848929,0.0008022231138521277,0.0,0.0,0.0,0.0
135,1786799160,877743591,1786799160.877743,-11.413894438235866,-1.9949138880354254,0.5376384047097804,0.0,0.0,0.0,1.0,-0.0024006974911936854,0.0024844234893738938,0.0,0.0,0.0,0.0
136,1786799161,111069504,1786799161.111069,-11.413346597471822,-1.9950206667377466,0.5409839778466561,0.0,0.0,0.0,1.0,-0.0031833429609775346,0.00031216818029172234,0.0,0.0,0.0,0.0
